,price,time_stamp
0,2000,2021-01-11 23:41:35.028451
1,2000,2021-01-11 23:47:45.261299
2,2000,2021-01-11 23:48:01.509770
3,2000,2021-01-11 23:48:04.421280
4,2000,2021-01-12 00:07:51.586686
